n_estimators,max_depth,Model,Feature,Threshold (≤),Train AUC,Test AUC,Train-Test gap
35,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
,,XGBoost,V15,0.9892,0.5296,0.5198,0.0098
15,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
10,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
30,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
35,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
20,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
200,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
40,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
25,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
100,3,TGB,V7,1.1002897024154663,0.5145,0.5139,0.0007
,,XGBoost,V22,1.0182,0.521,0.5116,0.0093
10,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
100,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
35,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
15,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
25,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
30,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
40,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
20,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
200,3,TGB,V11,9.018476486206055,0.5266,0.5102,0.0165
,,XGBoost,V13,1.6926,0.5337,0.5079,0.0258
25,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
40,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
5,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
35,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
5,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
10,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
35,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
40,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
20,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
10,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
200,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
100,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
15,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
25,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
100,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
30,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
30,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
200,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
20,2,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
15,3,TGB,V26,-0.2276749685406685,0.5383,0.5004,0.0379
