n_estimators,max_depth,Model,Feature,Threshold (≤),Train AUC,Test AUC,Train-Test gap
30,3,TGB,num_lab_procedures,87.5,0.5245,0.5457,-0.0212
20,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
5,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
25,3,TGB,num_lab_procedures,87.5,0.5245,0.5457,-0.0212
25,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
20,2,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
25,2,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
,,XGBoost,num_medications,12.0,0.5397,0.5455,-0.0058
20,3,TGB,metformin_Up,0.5,0.5153,0.5429,-0.0276
40,3,TGB,number_diagnoses,5.5,0.5446,0.5412,0.0033
200,3,TGB,number_diagnoses,5.5,0.5446,0.5412,0.0033
200,2,TGB,number_diagnoses,5.5,0.5446,0.5412,0.0033
40,2,TGB,number_diagnoses,5.5,0.5446,0.5412,0.0033
100,2,TGB,number_diagnoses,5.5,0.5446,0.5412,0.0033
100,3,TGB,number_diagnoses,5.5,0.5446,0.5412,0.0033
100,2,TGB,number_inpatient,2.5,0.5396,0.5409,-0.0013
40,3,TGB,number_inpatient,2.5,0.5396,0.5409,-0.0013
100,3,TGB,number_inpatient,2.0,0.5396,0.5409,-0.0013
200,2,TGB,number_inpatient,2.5,0.5396,0.5409,-0.0013
40,2,TGB,number_inpatient,2.5,0.5396,0.5409,-0.0013
200,3,TGB,number_inpatient,2.5,0.5396,0.5409,-0.0013
100,3,TGB,number_inpatient,2.5,0.5396,0.5409,-0.0013
,,XGBoost,number_outpatient,1.0,0.5416,0.5402,0.0013
200,3,TGB,number_outpatient,0.5,0.5412,0.5401,0.0011
100,3,TGB,number_outpatient,0.5,0.5412,0.5401,0.0011
100,2,TGB,number_outpatient,0.5,0.5412,0.5401,0.0011
40,2,TGB,number_outpatient,0.5,0.5412,0.5401,0.0011
200,2,TGB,number_outpatient,0.5,0.5412,0.5401,0.0011
40,3,TGB,number_outpatient,0.5,0.5412,0.5401,0.0011
35,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
10,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
5,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
30,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
20,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
15,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
25,3,TGB,discharge_disposition_id,1.5,0.5653,0.54,0.0253
,,XGBoost,number_emergency,1.0,0.5404,0.5386,0.0018
200,2,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
200,3,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
100,1,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
100,2,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
200,1,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
40,1,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
40,3,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
100,3,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
40,2,TGB,number_emergency,0.5,0.5396,0.5377,0.0019
,,XGBoost,time_in_hospital,4.0,0.5347,0.5364,-0.0017
100,3,TGB,admission_source_id,6.5,0.5384,0.5363,0.0021
40,3,TGB,admission_source_id,6.5,0.5384,0.5363,0.0021
200,3,TGB,admission_source_id,6.5,0.5384,0.5363,0.0021
5,3,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
20,3,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
10,3,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
35,2,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
10,2,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
30,3,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
25,3,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
20,2,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
15,3,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
15,2,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
35,3,TGB,admission_source_id,4.0,0.5296,0.5314,-0.0018
25,2,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
30,2,TGB,admission_source_id,4.5,0.5296,0.5314,-0.0018
200,3,TGB,diabetesMed_No,0.5,0.5254,0.5281,-0.0026
100,3,TGB,diabetesMed_No,0.5,0.5254,0.5281,-0.0026
40,2,TGB,diabetesMed_Yes,0.5,0.5254,0.5281,-0.0026
200,3,TGB,diabetesMed_Yes,0.5,0.5254,0.5281,-0.0026
200,2,TGB,diabetesMed_Yes,0.5,0.5254,0.5281,-0.0026
40,3,TGB,diabetesMed_No,0.5,0.5254,0.5281,-0.0026
40,3,TGB,diabetesMed_Yes,0.5,0.5254,0.5281,-0.0026
,,XGBoost,diabetesMed_No,1.0,0.5254,0.5281,-0.0026
100,2,TGB,diabetesMed_Yes,0.5,0.5254,0.5281,-0.0026
100,3,TGB,diabetesMed_Yes,0.5,0.5254,0.5281,-0.0026
,,XGBoost,admission_source_id,7.0,0.5315,0.5277,0.0038
,,XGBoost,num_lab_procedures,39.0,0.523,0.5267,-0.0037
30,2,TGB,diag_1_250.6,0.5,0.502,0.5257,-0.0237
15,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
35,2,TGB,diag_1_250.6,0.5,0.502,0.5257,-0.0237
25,1,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
5,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
10,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
25,2,TGB,diag_1_250.6,0.5,0.502,0.5257,-0.0237
15,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
5,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
15,2,TGB,diag_1_250.6,0.5,0.502,0.5257,-0.0237
20,3,TGB,num_lab_procedures,88.5,0.523,0.5257,-0.0028
25,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
20,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
10,3,TGB,num_lab_procedures,88.5,0.523,0.5257,-0.0028
35,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
35,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
15,3,TGB,num_lab_procedures,88.5,0.523,0.5257,-0.0028
20,2,TGB,diag_1_250.6,0.5,0.502,0.5257,-0.0237
35,1,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
5,3,TGB,num_lab_procedures,88.5,0.523,0.5257,-0.0028
10,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
30,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
30,2,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
10,2,TGB,diag_1_250.6,0.5,0.502,0.5257,-0.0237
30,1,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
25,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
20,3,TGB,num_lab_procedures,95.5,0.5255,0.5257,-0.0002
100,3,TGB,number_inpatient,3.5,0.5237,0.5249,-0.0012
40,2,TGB,number_inpatient,3.5,0.5237,0.5249,-0.0012
200,2,TGB,number_inpatient,3.5,0.5237,0.5249,-0.0012
200,3,TGB,number_inpatient,3.5,0.5237,0.5249,-0.0012
100,2,TGB,number_inpatient,3.5,0.5237,0.5249,-0.0012
40,3,TGB,number_inpatient,3.5,0.5237,0.5249,-0.0012
35,3,TGB,repaglinide_No,0.5,0.501,0.5229,-0.0218
