parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest35_depth2,35,2,num_lab_procedures,95.5,4,47,0.0965
nest35_depth2,35,2,num_medications,15.5,2,47,0.095
nest35_depth2,35,2,num_medications,10.5,3,47,0.0879
nest35_depth2,35,2,number_inpatient,1.5,2,47,0.0685
nest35_depth2,35,2,diag_3_250,0.5,2,47,0.0604
nest35_depth2,35,2,number_inpatient,0.5,3,47,0.0599
nest35_depth2,35,2,race_?,0.5,2,47,0.0464
nest35_depth2,35,2,num_lab_procedures,47.5,1,47,0.0371
nest35_depth2,35,2,diag_2_781,0.5,1,47,0.0341
nest35_depth2,35,2,gender_Female,0.5,1,47,0.0279
nest35_depth2,35,2,admission_source_id,4.5,1,47,0.0255
nest35_depth2,35,2,diag_1_574,0.5,1,47,0.0121
nest35_depth2,35,2,age_[80-90),0.5,1,47,0.0085
nest35_depth2,35,2,discharge_disposition_id,6.5,1,47,0.0083
nest35_depth2,35,2,diag_1_250.6,0.5,1,47,0.0081
nest35_depth3,35,3,num_medications,15.5,3,55,0.0719
nest35_depth3,35,3,time_in_hospital,7.5,4,55,0.0705
nest35_depth3,35,3,num_lab_procedures,95.5,6,55,0.0622
nest35_depth3,35,3,num_medications,10.5,3,55,0.057
nest35_depth3,35,3,diag_3_250,0.5,3,55,0.0497
nest35_depth3,35,3,diag_2_781,0.5,4,55,0.0388
nest35_depth3,35,3,num_lab_procedures,87.5,3,55,0.0379
nest35_depth3,35,3,race_?,0.5,3,55,0.0373
nest35_depth3,35,3,number_inpatient,0.5,3,55,0.0349
nest35_depth3,35,3,number_inpatient,1,2,55,0.0336
nest35_depth3,35,3,diag_2_250.6,0.5,2,55,0.0303
nest35_depth3,35,3,diag_3_599,0.5,1,55,0.0296
nest35_depth3,35,3,admission_source_id,4,2,55,0.0267
nest35_depth3,35,3,num_lab_procedures,47.5,1,55,0.0238
nest35_depth3,35,3,diag_1_428,0.5,1,55,0.0219
nest35_depth3,35,3,gender_Female,0.5,2,55,0.0213
nest35_depth3,35,3,gender_Male,0.5,3,55,0.0204
nest35_depth3,35,3,num_lab_procedures,50.5,1,55,0.0198
nest35_depth3,35,3,discharge_disposition_id,1.5,3,55,0.0194
nest35_depth3,35,3,num_medications,9.5,2,55,0.0171
nest35_depth3,35,3,number_inpatient,1.5,1,55,0.0147
nest35_depth3,35,3,diag_1_574,0.5,2,55,0.0139
