parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest30_depth3,30,3,temp,0.47,2,39,0.0286
nest30_depth3,30,3,temp,0.45,2,39,0.0283
nest30_depth3,30,3,temp,0.31,2,39,0.0254
nest30_depth3,30,3,weathersit,2.5,1,39,0.0238
nest30_depth3,30,3,atemp,0.3409,1,39,0.0206
nest30_depth3,30,3,hr,5.5,10,39,0.016
nest30_depth3,30,3,hr,20.5,2,39,0.0153
nest30_depth3,30,3,atemp,0.3106,1,39,0.01
nest30_depth3,30,3,hr,19.5,2,39,0.0093
nest30_depth3,30,3,hum,0.805,1,39,0.0075
nest30_depth3,30,3,workingday,0.5,5,39,0.0064
nest30_depth3,30,3,hum,0.745,1,39,0.0054
nest30_depth3,30,3,hum,0.815,1,39,0.0035
nest30_depth3,30,3,season,2.5,1,39,0.003
nest30_depth3,30,3,hr,0.5,7,39,0.0007
nest30_depth3,30,3,temp,0.43,1,39,0.0005
nest35_depth1,35,1,hr,6.5,8,16,0.6569
nest35_depth1,35,1,temp,0.47,1,16,0.0504
nest35_depth1,35,1,atemp,0.5985,1,16,0.0497
nest35_depth2,35,2,hr,6.5,10,22,0.5531
nest35_depth2,35,2,hr,21.5,2,22,0.0507
nest35_depth2,35,2,yr,0.5,3,22,0.0429
nest35_depth2,35,2,temp,0.37,1,22,0.0322
nest35_depth2,35,2,temp,0.45,1,22,0.0297
nest35_depth2,35,2,season,1.5,1,22,0.029
nest35_depth2,35,2,hr,5.5,8,22,0.0289
nest35_depth2,35,2,atemp,0.3257,1,22,0.0271
nest35_depth2,35,2,temp,0.31,1,22,0.0265
nest35_depth2,35,2,temp,0.47,1,22,0.0194
nest35_depth2,35,2,temp,0.49,1,22,0.0127
nest35_depth3,35,3,hr,6.5,10,45,0.5086
nest35_depth3,35,3,yr,0.5,11,45,0.056
nest35_depth3,35,3,hr,21.5,3,45,0.039
nest35_depth3,35,3,season,1.5,2,45,0.0336
nest35_depth3,35,3,hr,22.5,3,45,0.0313
nest35_depth3,35,3,temp,0.37,1,45,0.0289
nest35_depth3,35,3,temp,0.47,2,45,0.028
nest35_depth3,35,3,temp,0.45,2,45,0.0277
nest35_depth3,35,3,weathersit,2.5,1,45,0.0253
nest35_depth3,35,3,temp,0.31,2,45,0.0248
nest35_depth3,35,3,atemp,0.3409,1,45,0.0201
nest35_depth3,35,3,hr,5.5,10,45,0.0175
nest35_depth3,35,3,hr,20.5,2,45,0.015
nest35_depth3,35,3,atemp,0.3106,1,45,0.0105
nest35_depth3,35,3,hr,19.5,2,45,0.0094
nest35_depth3,35,3,hum,0.805,1,45,0.0073
nest35_depth3,35,3,workingday,0.5,5,45,0.0066
nest35_depth3,35,3,hum,0.745,1,45,0.0053
nest35_depth3,35,3,hum,0.815,1,45,0.0034
nest35_depth3,35,3,season,2.5,1,45,0.0029
nest35_depth3,35,3,hr,0.5,7,45,0.0007
nest35_depth3,35,3,atemp,0.4318,1,45,0.0005
nest40_depth1,40,1,hr,6.5,8,17,0.642
nest40_depth1,40,1,temp,0.47,1,17,0.0488
nest40_depth1,40,1,atemp,0.5985,1,17,0.048
nest40_depth2,40,2,hr,6.5,10,32,0.5446
nest40_depth2,40,2,hr,21.5,2,32,0.0489
nest40_depth2,40,2,yr,0.5,3,32,0.0438
nest40_depth2,40,2,temp,0.37,1,32,0.0314
nest40_depth2,40,2,hr,5.5,8,32,0.0305
nest40_depth2,40,2,temp,0.45,1,32,0.0283
nest40_depth2,40,2,temp,0.31,1,32,0.0235
nest40_depth2,40,2,season,1.5,1,32,0.0234
nest40_depth2,40,2,temp,0.47,1,32,0.0225
nest40_depth2,40,2,atemp,0.3257,1,32,0.0219
nest40_depth2,40,2,temp,0.49,1,32,0.0124
nest40_depth3,40,3,hr,6.5,10,53,0.5008
nest40_depth3,40,3,yr,0.5,11,53,0.0564
nest40_depth3,40,3,hr,21.5,3,53,0.0383
nest40_depth3,40,3,season,1.5,2,53,0.0335
nest40_depth3,40,3,hr,22.5,3,53,0.0314
nest40_depth3,40,3,temp,0.37,1,53,0.0285
nest40_depth3,40,3,temp,0.47,2,53,0.0276
nest40_depth3,40,3,temp,0.45,2,53,0.0262
nest40_depth3,40,3,weathersit,2.5,1,53,0.0253
nest40_depth3,40,3,temp,0.31,2,53,0.0244
nest40_depth3,40,3,atemp,0.3409,1,53,0.0198
nest40_depth3,40,3,hr,5.5,10,53,0.0183
nest40_depth3,40,3,hr,20.5,2,53,0.0161
nest40_depth3,40,3,atemp,0.3106,1,53,0.0096
nest40_depth3,40,3,hr,19.5,2,53,0.0093
nest40_depth3,40,3,hum,0.805,1,53,0.0072
nest40_depth3,40,3,workingday,0.5,5,53,0.0063
nest40_depth3,40,3,hum,0.745,1,53,0.0059
nest40_depth3,40,3,hum,0.815,1,53,0.0033
nest40_depth3,40,3,season,2.5,1,53,0.0029
nest40_depth3,40,3,hr,0.5,7,53,0.0007
nest40_depth3,40,3,temp,0.43,1,53,0.0003
nest100_depth1,100,1,hr,6.5,8,25,0.5471
nest100_depth1,100,1,atemp,0.5985,1,25,0.0439
nest100_depth1,100,1,temp,0.47,1,25,0.0412
nest100_depth2,100,2,hr,6.5,10,53,0.4982
nest100_depth2,100,2,yr,0.5,3,53,0.0483
nest100_depth2,100,2,hr,21.5,2,53,0.0468
nest100_depth2,100,2,hr,5.5,8,53,0.0338
nest100_depth2,100,2,temp,0.37,1,53,0.0286
nest100_depth2,100,2,temp,0.45,1,53,0.027
nest100_depth2,100,2,season,1.5,1,53,0.0264
nest100_depth2,100,2,temp,0.31,1,53,0.0214
nest100_depth2,100,2,atemp,0.3257,1,53,0.0199
nest100_depth2,100,2,temp,0.47,1,53,0.0172
nest100_depth2,100,2,temp,0.49,1,53,0.0113
nest100_depth3,100,3,hr,6.5,10,68,0.4631
